Unnamed: 0,status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,purpose,home_ownership,delinq_2yrs_zero,pub_rec_zero,open_acc,grade,outcome,emp_length,purpose_,home_,emp_len_,borrower_score
40901,Fully Paid,17050,36 months,35000,10.18,17.9486,1063,4.9,other,RENT,1,1,6,6.4,paid off,1,other,RENT, > 1 Year,0.7
15459,Charged Off,10375,36 months,54000,27.64,7.21422,0,0.0,debt_consolidation,MORTGAGE,1,1,7,6.8,default,6,debt_consolidation,MORTGAGE, > 1 Year,0.45
14435,Charged Off,6000,36 months,52000,24.48,4.67285,22119,40.4,debt_consolidation,MORTGAGE,0,1,13,5.8,default,4,debt_consolidation,MORTGAGE, > 1 Year,0.45
20709,Charged Off,12600,36 months,25200,6.38,18.2614,34,0.1,moving,RENT,1,1,10,6.2,default,0,other,RENT, < 1 Year,0.7
13097,Charged Off,18500,36 months,68700,29.4,11.8534,19790,85.5,credit_card,RENT,0,1,15,3.8,default,4,credit_card,RENT, > 1 Year,0.4
44808,Fully Paid,18000,36 months,63000,15.89,11.5011,25995,73.4,debt_consolidation,MORTGAGE,1,1,15,6.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.6
2274,Charged Off,4950,60 months,35000,19.41,4.09577,16857,74.9,small_business,MORTGAGE,1,1,7,3.8,default,6,small_business,MORTGAGE, > 1 Year,0.4
8705,Charged Off,2675,36 months,16000,20.1,6.621,4627,37.0,credit_card,OWN,1,1,8,5.6,default,6,credit_card,OWN, > 1 Year,0.5
20244,Charged Off,8000,60 months,62000,11.85,4.14561,20473,50.7,debt_consolidation,MORTGAGE,1,1,7,2.4,default,5,debt_consolidation,MORTGAGE, > 1 Year,0.7
39941,Fully Paid,18000,60 months,131000,11.27,4.41453,12146,65.0,debt_consolidation,MORTGAGE,0,1,12,2.2,paid off,6,debt_consolidation,MORTGAGE, > 1 Year,0.5
10978,Charged Off,15000,60 months,116000,16.91,3.75703,22754,76.9,debt_consolidation,RENT,1,1,11,4.6,default,6,debt_consolidation,RENT, > 1 Year,0.55
1730,Charged Off,4800,36 months,55000,0.0,3.6816,0,0.0,major_purchase,RENT,0,1,2,3.4,default,7,major_purchase,RENT, > 1 Year,0.35
25627,Fully Paid,1200,36 months,40000,33.42,1.2363,9133,60.5,car,OWN,1,1,11,4.2,paid off,11,major_purchase,OWN, > 1 Year,0.5
27094,Fully Paid,6000,36 months,65000,2.97,3.37846,2303,54.8,debt_consolidation,RENT,1,1,13,6.6,paid off,4,debt_consolidation,RENT, > 1 Year,0.5
23537,Fully Paid,24375,60 months,90000,11.09,8.524,19357,82.7,credit_card,MORTGAGE,1,1,11,3.8,paid off,11,credit_card,MORTGAGE, > 1 Year,0.5
28305,Fully Paid,20000,36 months,105000,13.55,7.59086,21128,78.3,debt_consolidation,MORTGAGE,1,1,7,5.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.55
25927,Fully Paid,18000,36 months,80000,5.54,5.82285,2512,8.7,wedding,MORTGAGE,1,1,9,6.4,paid off,6,other,MORTGAGE, > 1 Year,0.7
21230,Charged Off,28500,60 months,65000,23.14,13.9986,37186,80.8,debt_consolidation,MORTGAGE,1,1,13,2.6,default,1,debt_consolidation,MORTGAGE, > 1 Year,0.4
6370,Charged Off,6075,36 months,22000,30.66,11.5865,10531,66.2,credit_card,RENT,1,1,7,4.8,default,11,credit_card,RENT, > 1 Year,0.55
6155,Charged Off,8000,36 months,50000,22.88,6.28512,5019,33.9,home_improvement,MORTGAGE,1,0,12,5.4,default,3,home_improvement,MORTGAGE, > 1 Year,0.7
24096,Fully Paid,8000,36 months,35000,20.61,8.97874,7491,42.6,debt_consolidation,RENT,1,0,13,5.4,paid off,3,debt_consolidation,RENT, > 1 Year,0.45
526,Charged Off,18250,60 months,45000,20.03,11.1957,2867,44.1,debt_consolidation,MORTGAGE,1,1,9,4.2,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
42850,Fully Paid,15000,36 months,62000,21.83,9.96929,20888,77.7,debt_consolidation,MORTGAGE,1,1,7,4.2,paid off,4,debt_consolidation,MORTGAGE, > 1 Year,0.55
408,Charged Off,18000,60 months,50000,22.08,10.3387,12984,71.3,credit_card,RENT,1,1,9,4.8,default,9,credit_card,RENT, > 1 Year,0.45
30339,Fully Paid,9850,36 months,65000,18.13,5.77422,6760,65.0,home_improvement,MORTGAGE,1,1,6,7.0,paid off,4,home_improvement,MORTGAGE, > 1 Year,0.4
5147,Charged Off,7500,36 months,35000,18.72,5.17817,9910,99.1,debt_consolidation,OTHER,1,1,6,5.6,default,1,debt_consolidation,RENT, > 1 Year,0.4
5740,Charged Off,6000,36 months,42450,23.89,4.45371,5361,42.2,other,MORTGAGE,1,1,15,3.0,default,2,other,MORTGAGE, > 1 Year,0.4
10448,Charged Off,8000,36 months,27529,27.55,11.7685,11096,80.4,debt_consolidation,RENT,1,1,7,5.8,default,5,debt_consolidation,RENT, > 1 Year,0.25
15978,Charged Off,7925,36 months,29000,3.77,12.029,4873,91.9,credit_card,RENT,1,1,4,3.8,default,6,credit_card,RENT, > 1 Year,0.4
28692,Fully Paid,10000,36 months,43680,10.82,8.99286,9333,54.6,debt_consolidation,MORTGAGE,1,0,8,5.6,paid off,5,debt_consolidation,MORTGAGE, > 1 Year,0.55
45052,Fully Paid,25000,36 months,102000,11.36,10.5698,23977,80.7,debt_consolidation,RENT,1,1,7,3.4,paid off,7,debt_consolidation,RENT, > 1 Year,0.2
28605,Fully Paid,2000,36 months,52416,10.49,1.54006,700,15.9,car,MORTGAGE,1,1,5,4.2,paid off,1,major_purchase,MORTGAGE, > 1 Year,0.6
432,Charged Off,7500,36 months,60000,12.32,4.6936,8953,63.5,debt_consolidation,RENT,1,1,9,6.8,default,3,debt_consolidation,RENT, > 1 Year,0.4
34734,Fully Paid,6000,36 months,45000,19.88,5.08053,5809,40.9,debt_consolidation,RENT,1,1,9,7.0,paid off,4,debt_consolidation,RENT, > 1 Year,0.45
22358,Charged Off,6000,36 months,39000,28.28,6.32431,13795,49.4,credit_card,RENT,1,1,16,4.4,default,7,credit_card,RENT, > 1 Year,0.65
26331,Fully Paid,13000,36 months,36000,27.03,15.0877,9272,44.2,debt_consolidation,MORTGAGE,1,1,17,4.4,paid off,8,debt_consolidation,MORTGAGE, > 1 Year,0.4
27940,Fully Paid,10000,36 months,85000,0.17,4.40739,2994,9.5,debt_consolidation,MORTGAGE,1,1,9,6.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.7
21145,Charged Off,19500,60 months,85000,26.57,6.63784,75705,92.5,debt_consolidation,RENT,1,1,4,3.2,default,3,debt_consolidation,RENT, > 1 Year,0.3
11744,Charged Off,9450,36 months,27000,20.71,15.136,13144,71.8,credit_card,RENT,1,1,9,3.2,default,8,credit_card,RENT, > 1 Year,0.45
19732,Charged Off,6000,36 months,52000,11.86,4.45223,2914,33.1,major_purchase,MORTGAGE,1,0,11,5.2,default,0,major_purchase,MORTGAGE, < 1 Year,0.5
40031,Fully Paid,6000,36 months,28000,16.5,9.88329,15835,78.8,moving,RENT,1,1,8,3.0,paid off,3,other,RENT, > 1 Year,0.3
34102,Fully Paid,7725,36 months,48000,16.63,6.136,15355,35.5,other,RENT,1,1,9,7.0,paid off,1,other,RENT, > 1 Year,0.55
37585,Fully Paid,2100,36 months,34200,10.04,2.39368,1856,26.5,other,RENT,1,1,4,6.0,paid off,3,other,RENT, > 1 Year,0.65
32177,Fully Paid,20000,36 months,178000,12.88,4.20155,21474,57.7,debt_consolidation,MORTGAGE,1,1,12,6.6,paid off,1,debt_consolidation,MORTGAGE, > 1 Year,0.7
38008,Fully Paid,12000,60 months,56175,4.2,5.71792,11306,15.7,debt_consolidation,RENT,1,1,11,5.6,paid off,4,debt_consolidation,RENT, > 1 Year,0.55
39716,Fully Paid,16000,60 months,82500,5.75,4.81978,1222,3.0,house,RENT,1,1,11,7.0,paid off,1,home_improvement,RENT, > 1 Year,0.8
38436,Fully Paid,16000,60 months,106000,12.59,4.15392,5823,27.7,other,MORTGAGE,0,1,19,4.8,paid off,11,other,MORTGAGE, > 1 Year,0.75
5745,Charged Off,7500,36 months,40000,2.07,7.3281,599,3.2,credit_card,MORTGAGE,0,0,9,5.8,default,11,credit_card,MORTGAGE, > 1 Year,0.65
26797,Fully Paid,20000,36 months,57000,10.88,14.9888,8095,80.1,debt_consolidation,RENT,1,1,5,3.8,paid off,4,debt_consolidation,RENT, > 1 Year,0.6
26318,Fully Paid,10200,36 months,55000,8.47,7.07062,13041,39.0,debt_consolidation,MORTGAGE,1,1,6,7.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.75
21799,Charged Off,20000,36 months,125000,12.37,6.9,14612,89.6,debt_consolidation,MORTGAGE,0,1,12,3.4,default,9,debt_consolidation,MORTGAGE, > 1 Year,0.5
28911,Fully Paid,6800,36 months,182000,19.71,1.60457,68707,75.2,home_improvement,MORTGAGE,1,1,22,5.0,paid off,6,home_improvement,MORTGAGE, > 1 Year,0.55
42300,Fully Paid,3000,36 months,40000,15.73,3.0291,7784,65.4,credit_card,RENT,1,1,10,3.4,paid off,4,credit_card,RENT, > 1 Year,0.45
19343,Charged Off,20000,60 months,44000,21.04,13.3486,17253,47.5,debt_consolidation,MORTGAGE,1,1,9,5.0,default,0,debt_consolidation,MORTGAGE, < 1 Year,0.6
8461,Charged Off,10000,36 months,92000,19.23,4.63617,14727,73.3,debt_consolidation,MORTGAGE,1,1,10,5.0,default,2,debt_consolidation,MORTGAGE, > 1 Year,0.45
35158,Fully Paid,5000,36 months,60320,13.0,3.5069,2705,27.9,credit_card,MORTGAGE,1,0,11,4.8,paid off,5,credit_card,MORTGAGE, > 1 Year,0.7
35209,Fully Paid,24000,60 months,80000,16.23,10.5434,11488,75.6,wedding,RENT,0,1,9,0.6,paid off,4,other,RENT, > 1 Year,0.35
31298,Fully Paid,10000,36 months,110000,15.91,3.71105,18215,89.7,home_improvement,MORTGAGE,1,1,15,6.0,paid off,6,home_improvement,MORTGAGE, > 1 Year,0.5
39305,Fully Paid,7200,36 months,68000,11.12,4.51624,11825,73.4,debt_consolidation,RENT,1,1,17,5.0,paid off,2,debt_consolidation,RENT, > 1 Year,0.55
7237,Charged Off,3900,36 months,32000,15.75,5.26987,7124,68.5,debt_consolidation,RENT,1,0,6,3.2,default,0,debt_consolidation,RENT, < 1 Year,0.45
25395,Fully Paid,1800,36 months,156326,0.18,0.433018,2044,7.5,major_purchase,RENT,1,1,4,6.6,paid off,11,major_purchase,RENT, > 1 Year,0.8
28067,Fully Paid,14600,60 months,60000,23.02,6.653,17613,68.6,debt_consolidation,MORTGAGE,1,1,14,4.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.6
27363,Fully Paid,30750,36 months,78000,1.54,15.9377,4932,7.4,small_business,MORTGAGE,1,1,12,5.8,paid off,7,small_business,MORTGAGE, > 1 Year,0.65
9702,Charged Off,16000,60 months,60000,7.08,7.9152,9743,37.6,debt_consolidation,MORTGAGE,1,0,22,5.0,default,2,debt_consolidation,MORTGAGE, > 1 Year,0.55
17617,Charged Off,6000,36 months,62000,25.24,4.07148,20216,93.6,moving,RENT,1,1,8,4.6,default,6,other,RENT, > 1 Year,0.35
6240,Charged Off,25000,60 months,67000,18.4,13.3533,11994,67.4,debt_consolidation,RENT,0,1,14,0.2,default,11,debt_consolidation,RENT, > 1 Year,0.45
12753,Charged Off,11500,36 months,34000,8.01,14.1318,4720,77.4,debt_consolidation,RENT,1,1,6,4.4,default,10,debt_consolidation,RENT, > 1 Year,0.25
25891,Fully Paid,4600,36 months,36600,10.0,4.75344,1891,18.9,major_purchase,MORTGAGE,1,1,9,7.0,paid off,6,major_purchase,MORTGAGE, > 1 Year,0.55
27774,Fully Paid,13000,36 months,57000,22.76,9.532,24648,90.0,debt_consolidation,MORTGAGE,1,1,8,3.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
2113,Charged Off,5750,60 months,28800,23.17,6.25333,7649,73.5,debt_consolidation,RENT,1,1,6,2.8,default,2,debt_consolidation,RENT, > 1 Year,0.35
14133,Charged Off,12375,36 months,65000,17.32,8.00954,7044,70.4,debt_consolidation,MORTGAGE,0,1,14,4.6,default,4,debt_consolidation,MORTGAGE, > 1 Year,0.55
27571,Fully Paid,20000,60 months,85000,22.67,8.02475,2998,50.8,debt_consolidation,MORTGAGE,1,1,7,3.0,paid off,2,debt_consolidation,MORTGAGE, > 1 Year,0.35
44659,Fully Paid,10000,36 months,56000,21.11,7.41064,9216,45.6,debt_consolidation,RENT,0,1,16,3.6,paid off,6,debt_consolidation,RENT, > 1 Year,0.45
10183,Charged Off,8500,36 months,66000,9.0,5.07,8521,63.6,credit_card,RENT,0,1,7,5.4,default,2,credit_card,RENT, > 1 Year,0.45
9827,Charged Off,17475,60 months,95000,29.89,6.51524,7335,60.1,debt_consolidation,MORTGAGE,1,1,16,2.0,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.35
1657,Charged Off,13500,60 months,26500,7.79,15.5203,5549,76.0,debt_consolidation,RENT,1,1,8,2.2,default,11,debt_consolidation,RENT, > 1 Year,0.65
23170,Fully Paid,24000,60 months,100000,13.94,6.14196,14415,74.7,debt_consolidation,MORTGAGE,1,1,9,5.2,paid off,8,debt_consolidation,MORTGAGE, > 1 Year,0.4
22581,Charged Off,10750,60 months,36000,31.33,10.5157,17952,98.6,debt_consolidation,RENT,1,1,8,1.8,default,3,debt_consolidation,RENT, > 1 Year,0.25
14078,Charged Off,29100,60 months,65000,9.99,14.1498,3460,17.8,major_purchase,MORTGAGE,1,1,12,4.0,default,5,major_purchase,MORTGAGE, > 1 Year,0.65
40583,Fully Paid,22000,36 months,120000,19.37,6.9858,11636,80.2,debt_consolidation,MORTGAGE,1,1,11,7.0,paid off,5,debt_consolidation,MORTGAGE, > 1 Year,0.4
36081,Fully Paid,12000,36 months,32000,19.05,13.9999,10521,51.7,credit_card,RENT,1,1,11,6.6,paid off,5,credit_card,RENT, > 1 Year,0.6
44778,Fully Paid,11200,36 months,63000,14.0,7.18705,10036,64.3,debt_consolidation,RENT,1,0,10,4.2,paid off,2,debt_consolidation,RENT, > 1 Year,0.55
17681,Charged Off,5000,36 months,72500,15.74,3.01241,5380,91.2,medical,RENT,1,1,14,3.4,default,5,medical,RENT, > 1 Year,0.5
18592,Charged Off,20000,36 months,40320,25.98,21.6839,10857,76.5,debt_consolidation,RENT,1,1,9,3.8,default,11,debt_consolidation,RENT, > 1 Year,0.4
11777,Charged Off,16850,36 months,50000,19.08,14.2757,7022,70.2,debt_consolidation,MORTGAGE,1,1,12,4.8,default,5,debt_consolidation,MORTGAGE, > 1 Year,0.4
21502,Charged Off,17600,60 months,41000,22.51,11.7181,4367,53.0,debt_consolidation,RENT,1,1,8,4.2,default,3,debt_consolidation,RENT, > 1 Year,0.3
14960,Charged Off,24000,60 months,72300,19.29,11.4041,22224,70.1,debt_consolidation,MORTGAGE,1,0,16,1.8,default,1,debt_consolidation,MORTGAGE, > 1 Year,0.25
31421,Fully Paid,10000,36 months,50000,20.71,8.64912,6638,73.8,debt_consolidation,RENT,1,0,10,3.2,paid off,4,debt_consolidation,RENT, > 1 Year,0.4
12699,Charged Off,8000,36 months,37000,13.69,9.28541,6142,67.5,wedding,MORTGAGE,1,1,8,5.0,default,9,other,MORTGAGE, > 1 Year,0.4
15362,Charged Off,7000,36 months,26000,12.88,11.76,4332,73.4,debt_consolidation,RENT,1,1,4,3.4,default,6,debt_consolidation,RENT, > 1 Year,0.55
9154,Charged Off,5000,60 months,42000,25.08,4.06857,11363,91.6,debt_consolidation,MORTGAGE,1,1,9,1.2,default,8,debt_consolidation,MORTGAGE, > 1 Year,0.55
43705,Fully Paid,15000,36 months,99600,12.05,6.03289,9734,55.6,credit_card,RENT,1,1,14,5.8,paid off,10,credit_card,RENT, > 1 Year,0.5
3164,Charged Off,5000,36 months,45000,16.27,4.44347,23073,89.4,credit_card,RENT,1,1,8,4.2,default,3,credit_card,RENT, > 1 Year,0.55
12146,Charged Off,22300,60 months,60000,11.2,12.5602,9407,67.2,debt_consolidation,MORTGAGE,1,1,11,1.2,default,1,debt_consolidation,MORTGAGE, > 1 Year,0.6
32032,Fully Paid,10000,36 months,70000,23.84,5.58326,17619,59.1,credit_card,MORTGAGE,1,1,18,5.4,paid off,8,credit_card,MORTGAGE, > 1 Year,0.45
23513,Fully Paid,1800,36 months,57000,7.22,1.30021,2729,49.6,major_purchase,RENT,1,1,3,4.4,paid off,1,major_purchase,RENT, > 1 Year,0.55
31898,Fully Paid,7200,36 months,106500,19.41,2.79211,11502,79.9,debt_consolidation,MORTGAGE,1,1,11,4.8,paid off,9,debt_consolidation,MORTGAGE, > 1 Year,0.65
39673,Fully Paid,24500,36 months,75000,11.26,12.3928,14991,70.4,credit_card,MORTGAGE,1,1,5,6.8,paid off,11,credit_card,MORTGAGE, > 1 Year,0.35
39102,Fully Paid,2725,36 months,32000,6.56,3.69413,3559,47.9,other,RENT,1,1,9,3.4,paid off,2,other,RENT, > 1 Year,0.4
43335,Fully Paid,28000,36 months,121000,10.79,8.52605,1752,20.1,other,MORTGAGE,1,1,17,6.4,paid off,9,other,MORTGAGE, > 1 Year,0.65
31953,Fully Paid,20000,60 months,129000,21.14,5.03219,46764,86.9,medical,MORTGAGE,0,1,23,2.8,paid off,5,medical,MORTGAGE, > 1 Year,0.5
43081,Fully Paid,13700,36 months,148000,11.73,3.74546,9053,78.7,credit_card,MORTGAGE,0,0,8,6.0,paid off,11,credit_card,MORTGAGE, > 1 Year,0.45
27595,Fully Paid,6000,36 months,50000,19.2,4.43088,2050,8.3,medical,MORTGAGE,1,1,6,6.4,paid off,5,medical,MORTGAGE, > 1 Year,0.75
26788,Fully Paid,5550,36 months,23000,26.51,8.89096,5571,14.5,debt_consolidation,MORTGAGE,1,1,12,6.4,paid off,5,debt_consolidation,MORTGAGE, > 1 Year,0.55
21985,Charged Off,35000,60 months,195000,16.04,5.64308,37982,87.7,credit_card,RENT,1,1,13,4.0,default,2,credit_card,RENT, > 1 Year,0.45
24867,Fully Paid,6000,36 months,34964,19.43,7.20021,3273,55.5,debt_consolidation,OWN,0,1,9,4.6,paid off,7,debt_consolidation,OWN, > 1 Year,0.55
27053,Fully Paid,13000,36 months,137720,1.09,3.50485,3863,5.0,home_improvement,MORTGAGE,1,1,7,6.6,paid off,7,home_improvement,MORTGAGE, > 1 Year,0.7
6553,Charged Off,10000,60 months,77000,19.64,4.0599,14514,100.1,debt_consolidation,MORTGAGE,1,1,6,3.6,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.5
36522,Fully Paid,20000,60 months,108000,18.18,5.43833,28745,64.6,debt_consolidation,MORTGAGE,1,0,10,3.4,paid off,9,debt_consolidation,MORTGAGE, > 1 Year,0.45
27451,Fully Paid,16500,36 months,44000,24.14,15.3998,5228,33.7,debt_consolidation,MORTGAGE,1,1,6,6.0,paid off,4,debt_consolidation,MORTGAGE, > 1 Year,0.4
28102,Fully Paid,9000,36 months,62400,15.63,5.46288,0,0.0,other,RENT,1,1,5,7.0,paid off,11,other,RENT, > 1 Year,0.55
1164,Charged Off,6000,36 months,30000,12.64,7.8564,4127,73.4,vacation,RENT,0,1,5,5.6,default,5,other,RENT, > 1 Year,0.3
22181,Charged Off,16000,36 months,44000,24.36,15.1931,14096,54.0,debt_consolidation,RENT,1,0,13,4.8,default,1,debt_consolidation,RENT, > 1 Year,0.55
28668,Fully Paid,3000,36 months,25000,19.44,4.71408,3022,46.5,debt_consolidation,OWN,1,1,4,5.4,paid off,5,debt_consolidation,OWN, > 1 Year,0.4
42947,Fully Paid,4800,36 months,139560,10.78,1.31058,40095,78.2,debt_consolidation,MORTGAGE,0,1,11,7.0,paid off,2,debt_consolidation,MORTGAGE, > 1 Year,0.55
36397,Fully Paid,35000,36 months,242400,6.76,5.62104,4203,11.6,debt_consolidation,OWN,1,1,7,5.6,paid off,11,debt_consolidation,OWN, > 1 Year,0.75
41531,Fully Paid,6000,36 months,50000,7.1,4.36728,0,0.0,medical,RENT,1,1,6,6.4,paid off,5,medical,RENT, > 1 Year,0.7
18883,Charged Off,35000,60 months,155000,11.11,7.60452,75621,80.6,credit_card,MORTGAGE,1,1,13,1.4,default,11,credit_card,MORTGAGE, > 1 Year,0.35
33601,Fully Paid,12000,36 months,44000,25.34,11.553,7044,70.4,debt_consolidation,RENT,1,1,7,4.8,paid off,4,debt_consolidation,RENT, > 1 Year,0.5
16425,Charged Off,15250,36 months,81000,13.33,7.97541,18267,53.1,credit_card,RENT,1,1,14,4.8,default,8,credit_card,RENT, > 1 Year,0.45
23182,Fully Paid,8325,36 months,24000,28.1,15.151,8313,75.6,home_improvement,RENT,1,1,6,3.4,paid off,1,home_improvement,RENT, > 1 Year,0.45
944,Charged Off,12000,60 months,42000,11.89,8.026,9382,83.8,debt_consolidation,MORTGAGE,1,1,6,4.4,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.5
6364,Charged Off,25000,36 months,63000,27.62,17.5084,14655,84.7,debt_consolidation,MORTGAGE,1,1,19,3.8,default,9,debt_consolidation,MORTGAGE, > 1 Year,0.4
32583,Fully Paid,2000,36 months,70000,11.33,1.17154,2644,73.4,debt_consolidation,RENT,1,0,7,4.2,paid off,1,debt_consolidation,RENT, > 1 Year,0.5
43434,Fully Paid,7200,36 months,60000,22.22,4.886,13874,50.6,debt_consolidation,MORTGAGE,1,1,16,4.2,paid off,10,debt_consolidation,MORTGAGE, > 1 Year,0.6
25405,Fully Paid,15000,36 months,185000,3.36,3.32445,7749,89.1,home_improvement,MORTGAGE,0,1,7,4.6,paid off,1,home_improvement,MORTGAGE, > 1 Year,0.6
21558,Charged Off,10850,36 months,75000,3.72,6.55648,7139,62.1,credit_card,RENT,1,1,7,2.6,default,5,credit_card,RENT, > 1 Year,0.55
24909,Fully Paid,11000,60 months,50000,8.11,6.64248,9834,41.8,debt_consolidation,MORTGAGE,1,0,15,3.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.75
36860,Fully Paid,7000,36 months,92000,4.73,3.0973,40479,8.4,car,MORTGAGE,1,1,13,4.8,paid off,11,major_purchase,MORTGAGE, > 1 Year,0.4
35427,Fully Paid,7000,36 months,122350,15.39,2.14833,59379,69.9,credit_card,MORTGAGE,1,1,9,6.8,paid off,10,credit_card,MORTGAGE, > 1 Year,0.65
15150,Charged Off,11200,36 months,39000,9.26,12.5889,2033,63.5,debt_consolidation,RENT,1,1,5,3.6,default,10,debt_consolidation,RENT, > 1 Year,0.55
43980,Fully Paid,4750,36 months,25000,24.48,8.59008,4162,81.6,debt_consolidation,RENT,1,1,8,2.4,paid off,7,debt_consolidation,RENT, > 1 Year,0.4
26270,Fully Paid,23400,36 months,80000,20.83,11.993,17779,43.5,debt_consolidation,RENT,1,1,26,4.2,paid off,8,debt_consolidation,RENT, > 1 Year,0.7
34664,Fully Paid,17000,36 months,95680,10.7,6.66948,24558,51.8,credit_card,MORTGAGE,1,1,13,7.0,paid off,11,credit_card,MORTGAGE, > 1 Year,0.6
25950,Fully Paid,8875,36 months,87500,24.99,4.14747,122464,87.7,credit_card,MORTGAGE,1,1,11,5.0,paid off,4,credit_card,MORTGAGE, > 1 Year,0.55
8558,Charged Off,16000,36 months,64000,12.75,9.63937,8433,58.2,debt_consolidation,RENT,1,0,4,5.2,default,11,debt_consolidation,RENT, > 1 Year,0.2
23348,Fully Paid,10375,60 months,95000,5.8,3.29735,25269,49.5,debt_consolidation,MORTGAGE,0,1,12,3.8,paid off,10,debt_consolidation,MORTGAGE, > 1 Year,0.6
36931,Fully Paid,3000,36 months,90000,5.31,1.3908,2135,44.5,vacation,MORTGAGE,1,1,11,3.4,paid off,6,other,MORTGAGE, > 1 Year,0.45
15880,Charged Off,16425,60 months,42000,33.6,12.1866,16366,83.1,major_purchase,RENT,1,1,17,3.8,default,3,major_purchase,RENT, > 1 Year,0.55
5410,Charged Off,10000,60 months,56000,20.49,5.65243,9348,25.7,debt_consolidation,MORTGAGE,0,1,22,2.0,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.5
24542,Fully Paid,11100,36 months,90000,33.24,4.7868,18372,91.0,debt_consolidation,OWN,1,1,10,5.2,paid off,11,debt_consolidation,OWN, > 1 Year,0.35
10406,Charged Off,18500,36 months,58000,18.39,12.7351,29978,64.7,credit_card,RENT,1,1,12,5.6,default,11,credit_card,RENT, > 1 Year,0.5
1775,Charged Off,1500,36 months,17000,2.47,3.68259,493,54.8,moving,RENT,0,1,12,5.0,default,1,other,RENT, > 1 Year,0.35
16986,Charged Off,27575,60 months,70000,18.96,13.4978,31539,85.9,debt_consolidation,MORTGAGE,1,1,23,1.6,default,6,debt_consolidation,MORTGAGE, > 1 Year,0.35
42469,Fully Paid,8000,36 months,136000,8.63,2.22247,13238,23.0,credit_card,MORTGAGE,1,1,12,6.8,paid off,11,credit_card,MORTGAGE, > 1 Year,0.7
27528,Fully Paid,35000,60 months,68935,23.55,15.946,19488,81.5,debt_consolidation,RENT,1,1,8,2.6,paid off,3,debt_consolidation,RENT, > 1 Year,0.3
27680,Fully Paid,15000,36 months,40000,9.69,13.9959,9785,21.5,debt_consolidation,RENT,1,1,8,6.8,paid off,11,debt_consolidation,RENT, > 1 Year,0.7
43459,Fully Paid,6000,36 months,21600,18.39,11.4611,11297,85.6,debt_consolidation,RENT,1,1,6,3.4,paid off,3,debt_consolidation,RENT, > 1 Year,0.4
3072,Charged Off,1500,36 months,45000,18.16,1.2976,18285,84.3,other,RENT,1,1,8,6.0,default,8,other,RENT, > 1 Year,0.45
7178,Charged Off,12250,60 months,35000,24.0,11.6959,5981,39.6,credit_card,MORTGAGE,0,1,9,2.6,default,3,credit_card,MORTGAGE, > 1 Year,0.55
28740,Fully Paid,1200,36 months,96000,25.3,0.492125,24947,82.9,major_purchase,MORTGAGE,1,1,13,5.4,paid off,11,major_purchase,MORTGAGE, > 1 Year,0.45
3286,Charged Off,9000,36 months,39000,16.55,9.42708,5088,51.9,debt_consolidation,MORTGAGE,1,1,11,5.0,default,1,debt_consolidation,MORTGAGE, > 1 Year,0.5
4888,Charged Off,10000,36 months,36000,12.3,11.3587,6729,97.5,home_improvement,MORTGAGE,1,1,4,5.0,default,11,home_improvement,MORTGAGE, > 1 Year,0.35
26623,Fully Paid,24000,36 months,70000,17.04,14.4242,24091,66.0,credit_card,MORTGAGE,1,1,12,4.6,paid off,11,credit_card,MORTGAGE, > 1 Year,0.3
15899,Charged Off,16450,36 months,42000,30.29,15.8611,18055,79.5,debt_consolidation,RENT,1,1,10,5.8,default,3,debt_consolidation,RENT, > 1 Year,0.5
1774,Charged Off,3000,36 months,25000,1.87,4.64592,452,2.6,debt_consolidation,MORTGAGE,1,0,5,5.2,default,1,debt_consolidation,MORTGAGE, > 1 Year,0.55
40116,Fully Paid,12000,36 months,50000,25.68,9.31464,10224,57.8,home_improvement,MORTGAGE,1,1,10,5.2,paid off,11,home_improvement,MORTGAGE, > 1 Year,0.55
36747,Fully Paid,23275,36 months,65000,15.64,13.9946,11814,45.8,debt_consolidation,RENT,1,1,9,5.4,paid off,1,debt_consolidation,RENT, > 1 Year,0.6
6150,Charged Off,9750,36 months,53000,22.31,8.00853,6542,78.8,debt_consolidation,MORTGAGE,0,0,9,3.6,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
2124,Charged Off,5000,36 months,38000,24.51,5.31947,17235,95.2,debt_consolidation,OWN,1,1,20,4.2,default,3,debt_consolidation,OWN, > 1 Year,0.45
