Importe,añosPago,IngresoAnuales,RelacionIngresoDeuda,RelacionCuotaDeuda,PendienteEnTarjeta,UsoCreditoTarjeta,Objetivo,esPropietario,FueVeraz,TuvoEmbargo,Cuentas,PuntuacionGeneral,Default,AntiguedadLaboral
2800,3,49200,21.46,2.30488,9608,15.2,Deuda renovable,Hipoteca,0,1,18,5.8,paid off,7
24600,5,69000,25.59,10.8083,37804,67.7,Deuda renovable,Hipoteca,0,0,12,3.2,paid off,7
16000,3,72000,12.4,8.34417,20091,57.6,Deuda renovable,Alquiler,0,0,8,6.8,paid off,4
8000,3,50000,11.3,6.89232,6269,69.0,Deuda,Alquiler,0,0,10,4.0,paid off,5
13150,3,33000,18.55,17.1847,10372,75.7,Deuda,Alquiler,0,0,7,3.4,default,6
10000,3,52000,21.07,8.39977,15324,70.6,Deuda,Hipoteca,0,0,13,3.4,default,11
6000,3,105000,9.06,2.10549,15777,31.5,Evento,Alquiler,0,0,13,6.4,default,6
7000,5,44720,11.73,4.85716,1200,100.0,Deuda,Alquiler,0,0,4,3.6,default,4
14000,3,40000,11.1,13.6254,7343,36.9,Negocio,Hipoteca,0,0,16,5.6,default,8
10000,3,32000,6.79,13.2379,5892,95.0,Deuda,Propio,0,0,5,3.2,default,11
4200,3,30000,9.0,5.89,5833,39.7,Deuda,Alquiler,0,0,8,4.6,paid off,7
7000,3,60256,12.85,4.34407,15523,22.4,Deuda,Alquiler,0,0,22,6.6,default,11
24000,3,130000,8.99,7.25188,11491,36.5,Deuda,Alquiler,0,0,13,5.6,paid off,1
20000,5,61000,15.64,11.0801,15654,61.6,Deuda,Alquiler,0,0,18,1.2,default,6
16000,3,85000,9.89,7.3056,26980,66.5,Deuda,Hipoteca,0,0,13,5.2,paid off,11
17225,3,54000,25.31,15.0336,6735,58.1,Hipoteca,Alquiler,1,0,11,1.4,default,5
26000,3,141980,10.57,7.52768,2824,13.0,Bien de Capital,Alquiler,0,0,6,4.4,default,3
25000,5,70000,12.1,9.9012,13967,59.7,Deuda,Hipoteca,0,0,7,4.2,paid off,11
28000,5,107000,7.28,6.98366,27815,34.6,Deuda,Hipoteca,0,0,14,5.6,default,4
15250,3,60000,20.64,10.4868,51790,96.1,Deuda,Hipoteca,0,0,9,3.4,default,4
14000,3,104000,1.97,4.91654,7718,17.5,No declara,Alquiler,0,0,5,6.2,paid off,11
14825,3,65000,28.38,10.0977,6924,45.9,Deuda,Alquiler,1,1,10,4.0,default,11
7000,3,50000,6.46,5.11032,186,0.8,No declara,Hipoteca,0,0,15,6.4,paid off,7
5475,3,100000,14.14,2.15532,3438,36.6,Deuda renovable,Alquiler,1,0,12,5.4,paid off,8
35000,5,155000,11.11,7.60452,75621,80.6,Deuda renovable,Hipoteca,0,0,13,1.4,default,11
10000,3,60000,21.02,6.9294,32238,70.9,Deuda,Alquiler,0,0,13,3.4,paid off,1
32000,5,120000,24.38,8.6571,47589,80.4,Deuda,Hipoteca,0,0,23,2.4,default,11
14000,3,50000,25.85,11.43,12816,52.7,Deuda,Hipoteca,1,0,23,6.0,default,11
30000,3,162000,10.19,7.63074,28333,92.1,Deuda,Hipoteca,1,0,15,4.2,paid off,11
9000,3,125000,21.39,2.65286,19440,51.7,Bien de Capital,Hipoteca,0,0,14,6.4,paid off,11
10000,5,50000,18.42,6.51312,7430,33.2,Deuda,Alquiler,0,0,13,2.4,default,3
8500,3,26000,9.78,14.5237,7286,97.1,Deuda,Hipoteca,0,0,5,4.0,default,1
7550,3,50000,27.39,6.57288,3890,34.1,No declara,Hipoteca,0,1,10,4.0,paid off,11
18000,5,67000,23.16,8.81087,16169,58.4,No declara,Alquiler,0,0,12,2.6,default,11
9450,3,28000,31.97,15.1526,13602,83.4,Deuda renovable,Alquiler,0,0,21,2.2,default,3
17000,5,84000,9.49,5.81729,13538,56.2,Deuda renovable,Hipoteca,0,0,8,4.4,default,11
25000,5,60000,16.93,14.1758,18352,41.5,Deuda,Hipoteca,0,0,21,1.4,default,7
18500,3,37000,23.78,22.0605,18456,87.8,Deuda,Alquiler,0,0,14,4.0,default,2
18000,3,105000,31.11,6.8672,34871,84.2,Deuda renovable,Hipoteca,0,0,11,5.8,paid off,11
16000,5,175000,6.8,2.90619,10743,58.1,Deuda,Alquiler,1,0,9,2.2,default,3
12875,3,42000,15.51,12.6891,20307,72.0,Negocio,Hipoteca,1,0,17,4.4,default,11
15000,3,65000,12.17,9.13846,3057,76.4,Deuda,Hipoteca,0,0,4,5.6,paid off,4
5000,3,50676,13.17,3.83448,9683,28.1,Deuda renovable,Alquiler,0,0,11,5.4,paid off,4
6000,3,65000,14.89,3.80363,25779,82.9,Inversion,Hipoteca,0,0,8,4.2,default,11
12000,3,94800,8.65,4.8843,19073,28.6,No declara,Hipoteca,1,0,15,5.4,default,2
5825,3,28000,18.77,8.33357,4014,42.7,Deuda,Propio,1,0,9,5.8,default,11
5500,3,60070,9.23,3.76701,7086,59.0,Deuda,Alquiler,0,0,9,5.0,paid off,3
17600,3,58000,6.98,12.641,0,0.0,Deuda,Hipoteca,0,0,3,4.4,default,3
21000,5,95000,26.04,6.53419,6925,77.8,Deuda,Hipoteca,0,0,13,3.2,default,11
15000,3,50400,13.33,11.6502,8998,35.6,Deuda,Alquiler,0,0,5,5.4,paid off,11
2000,3,124000,15.77,0.707032,21991,89.0,Otros,Hipoteca,1,0,17,3.6,paid off,11
6625,3,60000,22.55,4.3468,21294,84.5,Deuda,Hipoteca,0,0,8,5.4,paid off,11
13000,3,72000,16.82,7.209,24236,67.5,Deuda,Alquiler,1,0,12,5.6,paid off,11
28000,3,95000,9.5,12.1036,23817,70.0,Deuda renovable,Alquiler,0,0,12,6.0,default,1
8000,3,87000,13.03,3.432,43150,69.9,No declara,Hipoteca,0,0,9,6.8,default,11
19000,5,55000,21.75,10.6968,9736,83.9,Deuda,Hipoteca,0,0,14,3.6,default,1
24000,3,72000,4.15,13.3797,7920,18.2,Inversion,Hipoteca,0,0,9,6.0,default,1
3650,3,30000,22.08,5.3144,2947,69.7,Deuda,Alquiler,0,0,4,3.4,paid off,11
2500,3,63554,8.82,1.46861,19166,53.4,Compra,Hipoteca,0,0,7,6.6,paid off,0
13750,3,38000,9.98,16.0749,8770,69.1,Deuda renovable,Alquiler,0,0,10,4.0,default,11
22500,5,69200,11.53,8.89977,15186,73.0,Deuda,Propio,0,0,11,5.8,default,1
17000,5,28000,12.34,16.362,4015,10.3,Deuda,Hipoteca,0,0,10,5.8,default,6
7000,3,67000,14.08,3.87922,11957,22.5,Deuda,Hipoteca,0,0,17,6.6,paid off,9
14000,3,54000,6.71,10.6013,16826,81.3,Compra,Alquiler,0,0,10,5.0,default,10
13250,3,28000,24.77,19.4053,3465,67.9,No declara,Alquiler,0,0,9,4.2,paid off,3
14950,3,55000,11.8,10.3575,14955,58.6,Deuda,Hipoteca,0,0,12,7.0,paid off,6
11100,3,32400,25.33,13.6785,7693,87.4,Deuda,Alquiler,0,0,5,5.6,default,10
6000,3,30000,9.68,8.1436,537,8.0,No declara,Alquiler,1,0,6,4.2,paid off,1
20050,5,46000,22.17,14.73,25846,77.2,Deuda,Propio,0,0,11,1.2,paid off,1
12800,3,112000,7.53,4.62825,5526,38.1,Inversion,Hipoteca,0,0,5,5.8,paid off,11
25000,5,242004,10.73,3.04433,40847,68.2,Deuda,Alquiler,0,0,7,2.2,default,4
18000,3,75000,21.74,10.0275,20809,86.7,Deuda,Hipoteca,1,0,10,4.4,paid off,6
8725,3,65000,11.06,5.50449,5641,62.0,Deuda,Hipoteca,0,0,12,4.2,paid off,5
35000,3,90000,17.49,16.7008,48458,28.2,Negocio,Hipoteca,0,0,28,3.6,default,3
18000,3,87000,23.59,7.97283,13823,56.2,Deuda,Alquiler,0,1,10,5.2,paid off,11
12000,3,72000,17.73,6.86767,19175,96.4,Deuda,Alquiler,0,0,10,4.2,paid off,4
24000,3,200000,4.78,4.50582,4220,4.9,Inversion,Hipoteca,0,0,13,6.8,paid off,2
30000,5,182004,14.38,5.39124,11814,95.3,Deuda,Hipoteca,0,0,7,1.8,default,11
25000,3,80000,14.65,12.7241,24308,71.7,Deuda,Hipoteca,0,0,11,4.2,paid off,5
4000,3,40000,19.17,4.4304,10191,58.2,Deuda renovable,Alquiler,0,0,4,3.8,default,0
13650,3,52000,33.65,10.3336,24479,50.7,Deuda,Propio,0,0,18,5.4,default,9
8000,3,47000,6.03,7.62332,3024,36.4,Deuda,Alquiler,0,0,7,4.0,default,5
12000,3,101230,11.75,4.79229,8762,57.3,Deuda renovable,Hipoteca,1,0,9,6.0,paid off,11
35000,3,122000,0.65,11.7328,522,2.1,Inversion,Hipoteca,1,0,9,4.8,paid off,2
5000,3,58000,14.61,3.54021,5432,93.7,Inversion,Hipoteca,0,0,6,6.0,default,7
3600,3,12000,17.7,12.32,4974,32.7,Deuda renovable,Alquiler,0,0,11,6.0,paid off,0
12000,5,51000,19.48,7.32306,17870,77.0,Deuda,Propio,0,0,11,2.2,default,7
13000,3,70000,20.56,6.87823,10657,29.2,Deuda renovable,Hipoteca,0,0,12,6.4,paid off,11
10000,3,88000,9.78,4.24227,12052,34.2,Deuda renovable,Alquiler,0,0,6,6.8,paid off,5
10000,3,60000,14.48,6.431,12739,49.0,Deuda renovable,Hipoteca,0,0,8,5.2,paid off,11
24250,3,104000,3.25,9.83735,172,24.6,No declara,Alquiler,0,0,4,4.0,default,11
17000,5,46000,20.66,10.7377,12621,78.9,Deuda,Hipoteca,0,0,7,4.6,paid off,8
7000,3,37000,7.0,7.07449,6201,47.3,Deuda renovable,Alquiler,0,0,6,6.6,paid off,1
9750,3,41000,10.07,9.84351,11185,81.1,Bien de Capital,Hipoteca,0,0,8,4.4,default,6
6600,3,72000,9.33,3.6795,1366,14.8,Deuda,Hipoteca,0,0,9,5.8,paid off,4
18000,5,46140,9.57,10.8905,928,11.3,Deuda,Hipoteca,0,0,6,4.2,default,11
1650,3,89000,8.67,0.771101,97,3.0,Deuda,Hipoteca,1,1,4,5.0,paid off,2
22800,5,110000,11.39,6.48229,9223,83.8,Deuda,Hipoteca,1,0,6,4.0,default,11
13000,5,65000,23.89,6.49292,10084,75.8,Deuda,Alquiler,0,0,11,2.4,default,4
12000,3,95000,11.86,5.32914,34057,63.9,Negocio,Otro,0,0,10,4.0,default,3
10000,3,65000,29.1,6.21969,9675,96.7,Deuda,Hipoteca,0,0,11,5.8,paid off,11
9450,3,27000,22.58,15.2876,14420,72.8,Deuda,Alquiler,0,0,8,3.4,default,4
10000,3,47000,6.05,8.67294,10047,92.2,Inversion,Hipoteca,0,0,4,4.6,default,10
20000,3,80000,14.28,10.2504,7731,42.7,Evento,Alquiler,0,0,8,4.6,paid off,4
5000,3,50000,6.98,3.65232,781,6.5,Inversion,Hipoteca,0,0,5,6.2,default,9
7500,3,160000,14.02,2.04465,14105,95.1,No declara,Hipoteca,0,0,19,2.4,default,4
8325,3,25000,32.35,14.1062,9920,93.6,Inversion,Propio,0,0,6,4.8,default,7
14700,5,69026,16.45,6.07841,13583,97.0,Deuda,Hipoteca,1,0,11,5.0,paid off,5
12000,3,69600,5.71,6.41586,0,0.0,Compra,Alquiler,0,0,5,6.8,paid off,7
16000,5,110000,10.51,4.1616,12025,38.1,Deuda renovable,Hipoteca,0,1,10,4.4,paid off,11
8000,3,37700,20.66,8.90483,10889,99.9,No declara,Hipoteca,0,0,6,3.2,paid off,5
11575,3,35000,17.31,13.2041,20109,61.3,Deuda,Alquiler,0,0,13,5.6,default,11
8800,3,48000,4.15,6.944,1378,0.0,Negocio,Alquiler,0,0,7,7.0,paid off,2
3600,3,38000,18.54,3.51758,1546,4.9,Deuda,Hipoteca,0,0,8,6.6,paid off,9
20000,3,75000,23.7,10.4978,20741,75.7,Deuda renovable,Hipoteca,0,0,8,5.4,paid off,3
16000,5,93000,24.0,5.91897,75435,76.4,No declara,Hipoteca,0,0,9,2.0,default,4
10000,3,45000,11.25,9.7064,10985,30.9,No declara,Alquiler,0,0,11,3.4,default,11
4800,3,30000,24.6,6.218,5532,62.9,Deuda,Alquiler,0,0,12,5.4,paid off,1
16000,3,42000,6.83,15.9751,8044,30.7,No declara,Hipoteca,0,0,4,2.6,paid off,4
5000,3,60000,13.14,3.1162,9008,42.1,Negocio,Hipoteca,0,0,6,6.6,paid off,3
9250,3,40000,24.96,9.5724,20844,77.5,Deuda renovable,Alquiler,0,0,11,4.6,paid off,1
9000,3,55070,25.08,6.19001,12640,21.0,Deuda,Alquiler,0,0,12,7.0,paid off,1
12800,3,70000,0.36,6.96771,96,0.5,Deuda,Alquiler,0,0,5,7.0,paid off,3
12000,3,50000,23.3,10.483,12427,64.7,Deuda,Hipoteca,0,0,11,3.4,paid off,1
12800,3,58000,7.72,9.30538,14606,72.0,Deuda,Hipoteca,0,0,6,5.0,paid off,7
12000,3,120000,12.54,4.3245,3991,90.7,Deuda,Alquiler,1,0,14,3.2,default,1
14600,3,90000,10.93,6.4984,25008,70.8,Deuda,Hipoteca,0,0,18,5.8,paid off,5
22000,5,83000,9.33,7.48207,5299,76.3,Deuda,Hipoteca,1,0,8,4.8,default,11
15000,5,40000,5.1,10.6209,3899,13.0,Inversion,Hipoteca,0,0,24,4.6,paid off,1
25000,3,109908,24.04,9.14587,8220,63.2,Deuda renovable,Alquiler,0,0,14,3.2,default,11
5000,3,40000,24.6,4.9908,4955,78.7,Inversion,Propio,0,0,6,5.6,default,3
17800,3,50000,32.57,14.2138,35191,61.6,Deuda renovable,Hipoteca,0,0,19,5.6,default,5
30000,3,107000,14.33,13.073,9020,82.8,Deuda,Alquiler,0,0,11,1.4,paid off,4
4000,3,36000,31.77,4.51533,8098,50.3,Inversion,Alquiler,0,0,10,4.4,paid off,2
4100,3,16000,2.7,9.82575,355,59.2,No declara,Alquiler,0,0,1,5.6,paid off,3
5375,3,34000,26.12,6.402,14998,88.7,Deuda renovable,Alquiler,0,1,9,5.8,paid off,0
6000,3,60000,28.28,4.2118,7307,51.5,Deuda,Alquiler,1,0,13,4.8,paid off,4
10000,3,45000,23.81,9.2416,6473,38.3,Deuda,Alquiler,1,0,10,4.6,default,11
7500,3,42000,19.2,6.77743,8671,13.9,No declara,Hipoteca,0,0,14,7.0,default,1
13000,3,78000,9.83,6.86769,3207,23.4,Deuda,Alquiler,1,0,9,4.2,paid off,6
4000,3,57000,26.21,2.61916,8739,57.5,Inversion,Alquiler,0,0,12,6.8,paid off,7
7000,3,46000,29.66,6.62478,8723,47.2,Deuda,Alquiler,0,0,13,3.4,default,11
7700,3,23400,23.64,12.0113,5013,26.4,Evento,Alquiler,0,0,8,6.4,paid off,0
15000,3,53000,11.4,12.4578,9242,62.9,No declara,Alquiler,0,0,6,3.8,default,6
8900,5,47678,23.23,5.74831,13629,64.9,Deuda,Hipoteca,0,0,15,3.4,default,8
9250,3,45896,0.0,7.76225,1454,4.0,Inversion,Hipoteca,0,0,5,7.0,default,1
11200,5,38400,24.41,6.13969,2165,94.1,No declara,Alquiler,0,0,8,2.2,default,9
15000,3,98500,7.01,6.16179,13397,68.7,Deuda renovable,Hipoteca,0,1,8,6.0,paid off,11
8875,3,44592,16.85,8.16173,5490,51.8,Deuda,Alquiler,0,0,13,4.2,default,9
7000,3,51000,13.98,5.50941,8776,60.5,Deuda,Hipoteca,0,1,12,6.0,paid off,9
5000,3,31000,19.01,6.23729,2562,43.4,Mudanza,Alquiler,1,0,11,5.2,paid off,2
4500,3,95000,15.85,2.14598,22040,74.0,Deuda,Alquiler,0,0,14,2.4,default,4
8000,3,70000,7.53,4.80806,5626,52.6,Deuda,Alquiler,0,1,8,4.6,paid off,11
17500,3,88000,11.24,8.75359,131,2.4,Deuda,Hipoteca,1,0,8,3.8,default,3
3000,3,34000,13.73,4.02212,1193,4.6,Mudanza,Propio,0,0,5,2.6,default,2
20000,5,70000,16.63,9.2544,10470,79.9,Deuda,Alquiler,0,0,10,1.2,default,7
8000,3,34000,21.85,9.44929,12806,38.6,Otros,Propio,0,0,19,4.2,default,8
6400,3,52000,31.08,4.914,1180,19.7,Deuda,Alquiler,1,0,9,5.6,default,5
7500,3,42000,3.26,6.95371,3608,65.6,Deuda,Alquiler,0,0,2,5.8,default,3
7000,5,40000,5.64,5.1093,3197,74.3,Inversion,Hipoteca,0,0,8,4.0,default,11
4800,3,30000,1.0,6.4796,588,2.0,Deuda,Alquiler,0,0,4,5.8,default,7
8000,3,60000,21.08,5.2376,14879,50.3,Deuda,Alquiler,0,0,7,5.6,paid off,11
18000,5,48000,15.18,12.8492,18211,67.0,Deuda,Alquiler,1,0,11,1.6,default,11
18000,5,130000,18.08,3.86446,13610,53.8,Deuda renovable,Hipoteca,0,0,11,4.6,paid off,11
21175,3,60000,15.46,15.6786,17847,65.9,Deuda,Alquiler,0,0,8,4.0,default,5
10625,3,31000,19.63,13.3022,14974,94.8,Deuda,Hipoteca,0,0,3,5.2,paid off,3
10800,3,60947,10.59,7.07513,2389,68.3,Evento,Hipoteca,0,0,13,5.6,default,11
6000,5,124000,1.74,1.17406,7985,11.7,Inversion,Hipoteca,0,0,9,7.0,paid off,11
12000,3,93530,15.13,4.94703,22355,61.6,Deuda renovable,Propio,0,0,11,5.2,paid off,11
18000,5,63500,17.84,9.20258,13757,78.6,Deuda,Alquiler,0,0,13,2.4,paid off,5
16950,5,58790,26.9,8.10975,40347,77.3,Deuda,Hipoteca,0,0,9,4.2,paid off,11
2800,3,60000,24.44,1.8332,9988,21.9,Evento,Hipoteca,0,0,19,5.6,paid off,10
7200,3,31000,14.4,9.1289,19076,66.6,No declara,Alquiler,0,0,6,4.2,default,2
25000,5,96000,15.4,8.22563,40871,80.1,Mudanza,Hipoteca,0,0,15,3.0,default,9
15000,3,44580,21.1,13.8178,22146,70.1,Deuda renovable,Hipoteca,1,0,13,6.0,paid off,11
4800,3,36000,21.97,5.779,0,56.1769,No declara,Hipoteca,0,1,3,3.0,paid off,6
12000,3,87000,18.22,5.25572,17340,60.6,Deuda,Alquiler,0,0,8,7.0,default,10
20000,5,110000,13.81,4.65185,22702,48.9,Deuda renovable,Hipoteca,0,0,11,5.4,paid off,11
25000,5,50000,10.9,13.8029,17323,48.8,No declara,Hipoteca,0,0,9,4.4,default,0
10625,3,32000,24.38,14.0475,12019,80.1,Deuda,Alquiler,0,0,7,4.8,default,9
16000,5,65000,18.9,7.82437,22122,93.7,No declara,Alquiler,0,0,7,2.2,default,2
6000,3,58000,16.18,3.82862,6847,61.1,Deuda renovable,Alquiler,0,0,7,6.6,paid off,3
12000,3,40000,14.07,12.1491,1639,9.3,Deuda renovable,Alquiler,0,0,10,5.8,default,11
16000,3,116000,10.06,5.52528,18427,92.1,Deuda,Hipoteca,0,0,7,5.8,paid off,11
32000,3,86700,21.49,15.8505,22493,56.7,Deuda,Alquiler,0,0,13,5.0,default,3
2500,3,146000,19.95,0.648575,42288,68.4,Otros,Hipoteca,0,0,15,7.0,paid off,6
2400,3,42000,4.83,2.20057,994,66.3,Deuda renovable,Alquiler,0,0,2,5.6,paid off,4
8000,3,19200,9.5,17.6506,4837,66.3,No declara,Alquiler,0,0,9,3.2,default,5
6000,3,75000,22.02,3.168,10308,47.5,Deuda,Hipoteca,0,0,11,5.6,paid off,5
12325,5,65000,12.11,6.61218,14905,67.4,Deuda,Hipoteca,0,0,11,1.6,paid off,3
12000,3,60000,25.28,7.8734,10472,45.9,Deuda,Alquiler,0,0,12,5.4,default,5
6000,3,41600,18.61,6.19413,10215,35.7,Deuda,Hipoteca,1,0,14,5.0,paid off,1
17000,5,50000,19.06,9.77304,17256,65.7,Deuda,Alquiler,0,0,9,4.4,paid off,5
20000,3,50004,21.48,15.903,32556,82.0,Deuda renovable,Alquiler,0,0,8,5.6,paid off,6
5600,3,35375,4.07,5.84514,4173,12.5,Deuda,Hipoteca,0,0,11,6.4,paid off,11
10750,3,81000,11.75,5.02681,9085,27.8,Deuda,Hipoteca,0,0,12,7.0,paid off,11
20000,5,50356,27.36,13.5127,15894,87.8,Deuda,Alquiler,0,0,10,1.4,default,3
11875,3,35000,14.43,12.9281,18256,65.4,Deuda,Alquiler,0,0,6,7.0,default,9
2400,3,13000,20.95,8.20246,3515,55.8,Deuda renovable,Alquiler,0,0,4,4.0,paid off,3
7150,3,44000,12.33,6.58091,10561,57.1,Deuda,Alquiler,0,0,11,5.8,paid off,1
17325,5,44790,22.69,13.5424,7084,54.9,No declara,Alquiler,0,0,15,0.2,default,1
5000,3,46500,13.01,4.40877,7136,47.6,Inversion,Hipoteca,0,0,5,4.6,paid off,7
7000,3,67400,4.9,3.89982,9126,84.5,Deuda renovable,Alquiler,0,0,7,6.8,paid off,1
9000,3,78000,5.6,4.39662,11998,76.9,Inversion,Hipoteca,0,0,5,7.0,paid off,11
5000,3,31200,20.19,5.90462,7542,35.4,Deuda,Alquiler,0,0,8,6.4,default,10
10000,3,163000,1.23,2.42297,8271,25.0,Deuda,Propio,0,0,15,6.0,paid off,6
1400,3,45000,11.39,1.45893,8911,45.9,Vacaciones,Alquiler,0,0,10,1.2,default,6
25000,3,70000,22.99,15.9951,21625,60.2,Deuda,Alquiler,0,0,16,4.0,default,11
28000,5,100000,20.62,9.37008,12061,58.8,Deuda,Hipoteca,0,0,12,3.0,default,5
16000,5,52000,18.26,9.56192,6997,42.2,No declara,Alquiler,0,0,9,3.8,default,6
15000,5,95000,3.83,4.71512,1988,49.7,Negocio,Alquiler,1,0,6,2.8,paid off,11
35000,5,95000,7.83,6.41065,39584,51.1,Deuda,Hipoteca,0,0,9,5.0,default,9
6400,3,34000,32.4,7.91929,4915,96.4,Deuda,Alquiler,0,0,6,4.6,paid off,3
16450,5,40000,21.21,13.3206,6441,92.0,Deuda,Alquiler,0,0,4,1.2,default,8
13200,3,152000,17.12,3.65353,15222,78.5,Deuda,Hipoteca,0,0,9,4.6,default,10
21600,3,90000,14.16,9.42747,22474,46.0,Deuda renovable,Alquiler,0,0,9,5.4,paid off,1
12000,5,179434,9.6,1.93335,10966,95.4,Deuda,Alquiler,0,0,6,4.0,default,9
7500,3,21996,12.71,13.2739,367,45.9,Deuda,Alquiler,0,0,2,5.6,paid off,5
30000,5,125000,18.81,7.78982,25572,83.0,Deuda,Hipoteca,1,0,16,2.6,default,3
8875,3,55000,20.23,7.0248,8012,74.9,Deuda,Hipoteca,0,1,11,3.6,paid off,6
15350,3,75000,5.58,4.7824,17000,49.7,Deuda,Hipoteca,0,0,6,6.6,paid off,11
35000,5,73648,11.54,13.3169,17976,20.1,Deuda,Hipoteca,0,0,10,4.4,paid off,6
10625,3,32000,25.81,14.1619,13400,65.0,Deuda,Propio,0,1,12,5.0,default,3
15000,3,67000,11.84,9.41875,9345,56.3,Deuda renovable,Alquiler,0,0,7,4.6,paid off,1
12000,3,40000,31.68,12.7617,11069,34.6,Deuda,Hipoteca,1,0,8,3.2,default,7
20000,3,80000,29.2,10.5901,24190,63.5,Deuda,Hipoteca,1,0,15,4.8,paid off,0
9400,3,31200,13.54,7.94654,8992,79.4,Deuda,Alquiler,0,0,14,7.0,paid off,3
9950,3,30000,33.12,13.8576,10751,62.9,Deuda renovable,Propio,0,0,8,4.4,paid off,6
16000,5,43000,12.22,10.9273,9805,60.5,Deuda,Hipoteca,0,0,7,4.8,default,11
12000,3,60000,25.98,8.7672,13770,98.4,Deuda,Alquiler,0,0,4,3.6,default,11
5000,3,36000,8.63,6.17033,7081,62.7,No declara,Alquiler,0,0,4,4.0,default,1
7500,3,32000,24.19,8.56012,19254,72.9,Hipoteca,Hipoteca,0,0,10,6.2,default,11
15000,3,67800,10.69,8.8046,9111,27.4,Compra,Alquiler,0,0,8,5.8,paid off,8
2900,3,50000,23.74,2.31576,2899,85.3,Deuda,Alquiler,1,0,11,5.6,paid off,2
16000,3,50000,8.81,12.4195,4817,33.9,Deuda renovable,Alquiler,0,1,6,5.2,default,9
4000,3,70000,23.55,2.48777,52457,46.8,No declara,Propio,0,0,10,3.4,default,11
15050,3,42000,26.8,15.4531,3674,46.5,No declara,Alquiler,0,0,7,3.4,default,1
14000,5,35000,5.93,12.0562,777,7.2,Deuda,Propio,0,0,3,4.0,default,10
20000,5,75200,18.75,9.13691,10784,54.7,Deuda,Hipoteca,0,0,25,1.8,paid off,11
29175,3,65000,25.19,18.883,26864,49.3,Deuda,Hipoteca,0,0,22,4.6,paid off,11
4800,3,42000,13.8,4.71057,2681,27.6,Bien de Capital,Alquiler,0,0,9,4.8,paid off,5
16800,5,39000,14.86,13.5978,16418,93.3,Deuda,Alquiler,0,0,6,0.2,paid off,2
13000,3,66000,11.02,7.36982,7683,14.7,Negocio,Alquiler,0,0,21,7.0,default,4
16500,3,47000,17.77,13.7168,16536,53.5,Deuda,Alquiler,0,0,13,5.6,paid off,6
12000,5,45000,7.39,8.68427,11805,45.1,Deuda renovable,Alquiler,0,0,8,2.4,default,11
9000,3,58000,18.5,6.19552,14461,79.5,Bien de Capital,Hipoteca,0,0,9,5.6,default,5
3075,3,30000,2.0,4.27,979,17.5,Negocio,Alquiler,0,0,4,4.4,paid off,3
6250,3,42000,29.66,6.10229,3705,92.3,Deuda,Alquiler,0,0,8,4.2,paid off,6
28000,3,70000,16.17,17.4715,26408,66.2,Deuda renovable,Alquiler,0,0,15,3.4,default,3
7000,3,46000,13.96,6.12574,5498,70.5,Deuda,Alquiler,0,0,7,6.0,paid off,3
31300,5,72000,12.46,13.318,30393,56.2,Deuda,Hipoteca,1,0,14,3.4,paid off,2
18000,3,70000,14.18,10.3214,14335,33.4,Deuda renovable,Alquiler,0,1,9,5.8,default,7
12000,5,67000,12.59,5.18221,9399,34.6,Inversion,Hipoteca,0,1,20,3.2,paid off,11
13400,5,48000,24.9,9.061,14236,56.3,Deuda,Alquiler,0,1,19,2.8,paid off,4
8000,3,45000,22.67,7.1216,11636,29.4,Mudanza,Alquiler,1,0,7,5.8,default,0
15000,5,58000,21.08,8.64228,3431,71.5,Deuda,Hipoteca,1,0,10,2.6,default,6
1500,3,31000,23.54,2.08684,8468,94.1,Mudanza,Alquiler,0,0,6,3.4,default,9
7125,3,85000,4.43,3.34687,7650,94.4,Deuda,Hipoteca,1,0,8,5.6,default,7
5500,3,9600,4.75,23.1238,253,3.2,Deuda,Hipoteca,0,0,9,4.2,paid off,2
35000,3,87360,21.62,17.2055,28276,66.5,Deuda,Hipoteca,0,0,11,5.0,paid off,2
8000,5,56000,10.35,3.82393,5639,24.3,Deuda,Hipoteca,0,0,15,5.6,default,3
4000,3,32993,12.37,4.81229,8512,58.7,Deuda renovable,Alquiler,0,0,12,5.6,default,7
10000,3,30000,16.04,13.986,15356,75.6,Deuda,Propio,0,0,3,4.6,default,6
12800,3,50000,19.73,11.4653,12251,50.8,Deuda,Alquiler,0,0,14,4.0,paid off,6
15000,3,65000,14.79,8.66511,11040,54.1,Deuda,Hipoteca,0,0,10,6.8,paid off,1
15000,5,78000,19.94,5.79631,9146,84.7,Deuda renovable,Hipoteca,0,0,10,4.0,default,8
30225,5,68000,8.93,12.1334,23256,21.8,Deuda,Hipoteca,1,0,21,5.8,paid off,11
10000,3,50000,10.92,8.7672,9801,67.7,Deuda,Alquiler,0,0,8,3.6,default,1
5000,3,103000,6.56,1.86105,27226,49.8,Inversion,Alquiler,0,0,13,6.8,paid off,3
2000,3,45000,23.12,1.83147,12133,72.7,Deuda,Alquiler,0,1,8,4.2,default,4
9100,3,24000,13.7,16.3515,6741,96.3,Deuda renovable,Alquiler,0,0,6,3.4,default,10
11700,3,54000,2.69,8.52933,411,2.7,Inversion,Alquiler,0,1,18,5.4,default,11
30000,5,57600,14.44,15.8675,9566,23.0,Deuda,Alquiler,0,0,6,2.2,default,8
5000,3,62000,8.59,3.07297,11847,33.7,Deuda,Alquiler,0,0,4,7.0,paid off,2
