Importe,añosPago,IngresoAnuales,RelacionIngresoDeuda,RelacionCuotaDeuda,PendienteEnTarjeta,UsoCreditoTarjeta,Objetivo,esPropietario,FueVeraz,TuvoEmbargo,Cuentas,PuntuacionGeneral,Default,AntiguedadLaboral
17000,3,98000,20.19,6.60796,33742,82.5,Deuda,Hipoteca,0,0,13,5.2,paid off,11
18000,5,45000,29.55,12.3331,7597,55.5,Deuda,Hipoteca,0,0,8,3.8,default,7
3500,3,18200,21.36,8.54374,1481,34.4,Deuda,Alquiler,0,0,7,4.0,default,2
12000,3,193000,18.67,2.40435,17630,30.4,Mudanza,Hipoteca,0,0,16,5.2,paid off,11
10000,5,39000,14.52,7.15815,6167,81.1,Deuda,Alquiler,0,0,9,4.2,default,7
14000,3,52656,27.44,11.1087,22927,66.8,Deuda,Alquiler,0,0,14,4.4,default,0
1000,3,12000,19.0,3.129,1761,24.5,Vacaciones,Alquiler,0,0,8,7.0,default,0
26375,5,60000,18.57,15.1232,11054,72.7,Deuda,Alquiler,1,0,16,2.0,default,11
10000,3,92004,10.45,4.34525,17328,45.7,Mudanza,Alquiler,0,0,9,6.0,default,3
11400,3,35000,9.87,12.0525,4538,50.4,Deuda,Alquiler,0,1,6,7.0,default,2
18000,3,114000,18.07,6.01642,49319,92.0,Deuda renovable,Hipoteca,0,0,14,7.0,paid off,11
18000,3,45000,27.32,16.9443,13250,44.9,Deuda renovable,Propio,0,0,13,4.8,default,2
12000,3,75000,22.58,6.43984,19991,63.0,Deuda,Alquiler,0,0,11,4.2,default,6
5025,3,80000,6.93,2.53935,686,12.0,Deuda renovable,Alquiler,0,1,5,6.0,paid off,11
11200,3,31200,34.31,15.8931,11675,89.8,Deuda,Alquiler,1,0,24,4.0,default,1
15000,3,49000,17.71,11.279,8557,54.5,Deuda renovable,Hipoteca,0,0,6,6.4,default,11
7000,3,141000,6.05,2.02689,23179,73.4,Deuda,Hipoteca,0,0,11,4.2,paid off,11
15000,3,48000,18.73,12.477,28555,70.0,Deuda,Hipoteca,0,0,20,5.6,default,7
5000,3,60000,17.22,3.4946,29979,98.4,Deuda renovable,Alquiler,0,0,4,4.0,paid off,9
3600,3,12000,20.2,12.417,5288,17.0,Deuda renovable,Hipoteca,1,1,7,4.6,default,4
3250,5,38000,21.03,2.51179,1456,85.6,Deuda,Alquiler,0,1,7,4.8,default,3
8000,5,52000,6.07,4.29392,3288,48.4,No declara,Hipoteca,0,0,5,4.6,paid off,6
2500,3,24960,12.02,3.73942,0,0.0,No declara,Alquiler,0,0,5,6.8,paid off,1
25000,5,62000,25.78,13.4938,19095,78.3,Deuda,Alquiler,1,0,9,3.0,default,10
5000,3,28080,33.76,7.80556,7302,32.7,Otros,Alquiler,0,0,8,3.6,default,11
4200,3,45600,13.56,3.67763,2356,63.7,Deuda,Alquiler,0,0,6,5.6,default,11
9550,3,48000,21.93,8.2355,11523,91.5,Deuda,Hipoteca,0,0,6,4.4,default,11
8000,3,39996,22.98,7.85209,25336,48.5,Bien de Capital,Alquiler,0,0,21,5.2,default,11
16275,5,51000,20.05,10.4659,16910,85.0,Deuda,Alquiler,0,0,7,2.6,default,3
15850,3,45000,18.64,15.8136,9774,85.7,No declara,Alquiler,0,0,8,2.2,default,2
35000,5,70000,11.85,16.3946,5108,63.8,Inversion,Hipoteca,0,0,9,2.8,default,11
12000,3,94992,1.92,5.02741,14989,25.0,Deuda,Alquiler,0,0,9,5.8,paid off,2
15750,5,34000,19.48,15.1892,970,30.3,Negocio,Alquiler,0,0,7,2.8,default,6
28000,3,100000,7.24,11.5376,13860,55.4,Deuda,Hipoteca,0,0,11,4.2,paid off,11
12000,3,110000,15.17,4.71764,23646,78.0,Negocio,Alquiler,1,0,18,3.2,default,8
4800,3,33000,23.89,5.99382,14465,65.5,Deuda,Alquiler,0,0,16,4.2,default,11
7500,3,60000,11.62,4.8578,5419,31.1,Deuda,Alquiler,0,0,13,5.4,default,2
5000,3,65000,15.68,3.54443,17862,49.5,Deuda,Alquiler,0,0,14,2.6,default,9
20000,5,48500,24.37,13.3873,3543,27.5,Deuda,Hipoteca,0,0,10,2.4,default,3
14500,3,78000,9.09,7.18877,17234,66.3,Deuda,Alquiler,0,0,8,5.2,default,1
16000,3,60000,27.37,10.951,16745,71.0,Deuda,Hipoteca,0,0,10,6.0,paid off,10
34000,3,87126,26.43,16.3045,22103,40.1,Deuda,Alquiler,0,0,9,4.4,paid off,9
35000,5,97000,20.26,12.0747,39477,87.7,Deuda,Hipoteca,1,0,18,3.0,default,2
2000,3,50000,4.1,1.5828,7925,40.1,No declara,Alquiler,1,0,9,5.8,default,3
2000,3,25000,22.27,3.25104,5559,66.2,No declara,Alquiler,1,1,14,4.4,paid off,3
4500,3,65000,9.56,2.85286,4585,28.0,Deuda,Alquiler,1,0,13,4.2,paid off,11
15000,3,95004,11.89,6.42718,31565,68.3,Deuda,Alquiler,0,0,8,4.8,default,9
13000,3,32000,23.93,15.2542,10437,42.9,Deuda,Alquiler,0,0,17,6.8,default,4
5500,3,85000,12.69,2.38913,3552,11.5,Deuda,Hipoteca,0,0,9,6.4,paid off,6
16000,3,62400,23.21,10.4685,31765,96.8,Deuda renovable,Alquiler,0,0,15,4.2,paid off,1
1125,3,37200,16.81,1.2271,1097,58.1,Deuda,Alquiler,0,1,7,3.6,default,4
35000,3,79000,13.02,19.159,5422,47.6,Deuda,Hipoteca,1,0,8,3.2,default,11
24000,5,95000,11.58,6.76206,2938,5.9,No declara,Alquiler,0,0,13,5.6,default,2
26400,5,66000,32.16,13.6089,28126,92.5,Deuda,Propio,0,0,8,1.4,paid off,10
6400,3,31800,1.55,8.58906,1404,93.6,Deuda,Alquiler,0,0,2,2.4,paid off,3
30000,5,100000,0.59,8.00628,2208,29.4,Inversion,Alquiler,0,0,7,6.0,default,7
10000,3,96000,15.63,4.01412,9186,57.1,Deuda,Hipoteca,0,1,11,5.2,paid off,9
5000,3,40000,17.64,4.9989,13015,47.2,Negocio,Alquiler,0,0,11,4.2,default,3
2200,3,21000,28.26,4.22686,2897,90.5,Compra,Hipoteca,0,0,4,5.8,default,0
20000,3,70000,25.89,11.5507,34238,91.3,Deuda,Hipoteca,0,0,5,6.0,default,11
21725,3,66000,18.84,13.4389,1528,13.1,Negocio,Hipoteca,0,0,8,4.2,default,1
1400,3,17000,3.53,3.33529,229,12.7,Deuda,Propio,0,0,7,5.8,default,1
15000,3,76000,13.37,7.61005,19923,42.8,Deuda,Hipoteca,0,0,14,5.2,paid off,11
10000,3,38000,13.61,11.0728,8366,90.9,Deuda renovable,Alquiler,0,0,11,4.8,default,11
5375,3,30000,21.36,7.6764,5863,54.8,Deuda,Propio,0,0,8,5.0,default,7
18000,5,66000,18.07,9.16982,14377,58.0,No declara,Hipoteca,0,1,20,3.0,paid off,9
13600,3,35000,11.14,15.7358,13606,56.0,Deuda,Alquiler,0,0,13,5.8,default,11
16100,3,45000,17.44,14.6696,31025,71.7,Deuda,Hipoteca,0,0,7,4.2,default,4
8000,3,38500,10.54,7.5893,6796,16.8,Compra,Hipoteca,0,0,5,6.2,paid off,0
5000,3,180000,5.55,1.0456,40934,26.3,Inversion,Hipoteca,0,0,12,6.8,paid off,1
9600,3,60000,16.74,6.4684,11500,39.7,Deuda,Hipoteca,0,1,9,4.2,paid off,9
5500,3,24000,20.45,9.482,4609,83.8,Deuda,Alquiler,0,0,4,4.0,paid off,4
17050,3,72000,22.01,10.0313,16125,91.6,Deuda,Hipoteca,0,0,11,4.8,default,11
25000,5,82000,15.18,10.3032,6929,72.2,Deuda,Hipoteca,0,0,12,1.2,paid off,7
8000,3,24000,7.3,13.6075,6392,36.3,Bien de Capital,Alquiler,0,0,6,6.0,default,7
8000,3,65000,9.08,4.59471,9250,21.7,Deuda,Hipoteca,0,0,12,6.8,paid off,6
8000,3,35004,16.39,9.50223,21440,91.6,No declara,Propio,0,0,3,3.4,paid off,11
20000,5,185000,4.44,1.6117,67235,26.3,Inversion,Hipoteca,0,0,9,7.0,paid off,4
10000,3,35000,12.82,11.7333,9035,56.5,Deuda,Alquiler,0,1,14,6.0,paid off,3
7000,3,86000,4.86,3.26721,2526,36.1,Compra,Alquiler,0,1,4,5.8,paid off,11
12000,3,49000,25.4,9.48122,8130,20.3,Deuda renovable,Alquiler,0,0,12,5.2,paid off,11
15000,3,50000,25.75,12.149,24913,76.0,Deuda renovable,Propio,0,0,12,5.8,paid off,3
15000,3,84000,12.88,7.56443,14063,55.8,Deuda renovable,Hipoteca,0,0,13,4.8,paid off,7
8000,3,56000,12.94,5.58407,8064,48.6,Deuda renovable,Hipoteca,0,0,8,5.4,paid off,11
2000,3,79000,4.49,0.994481,8371,23.8,Inversion,Propio,0,0,9,5.4,paid off,7
2375,3,9600,16.63,9.58,5928,69.7,Mudanza,Alquiler,0,0,3,5.4,default,0
13250,3,56608,9.26,9.47082,8862,32.8,Deuda,Hipoteca,0,1,8,6.0,paid off,8
2875,3,34000,11.29,3.69353,5053,32.0,Deuda,Alquiler,0,1,13,3.4,default,11
12000,5,38000,7.36,10.7921,7739,54.5,Deuda renovable,Alquiler,0,0,8,1.2,paid off,6
14500,5,36000,13.2,13.1493,5876,13.1,Negocio,Hipoteca,0,0,26,0.8,default,1
35000,5,78000,19.38,13.7468,44502,52.5,Negocio,Alquiler,0,0,12,3.6,default,5
4800,3,50000,17.35,3.95592,6095,56.4,Deuda,Alquiler,0,0,7,4.4,paid off,11
10000,3,125000,9.24,3.19411,9346,19.2,Deuda,Hipoteca,0,1,18,5.6,paid off,3
15250,3,45000,23.71,13.8952,14111,72.4,Deuda,Propio,0,0,4,4.6,paid off,6
11200,3,85000,9.59,5.33605,8411,46.0,Deuda,Alquiler,0,1,9,5.8,paid off,4
5000,3,50000,14.38,3.68448,5654,31.6,Deuda,Alquiler,0,0,9,6.4,paid off,5
9600,3,38000,33.24,10.5553,14774,82.1,Deuda renovable,Alquiler,0,0,8,4.4,default,3
14000,3,150000,20.75,3.5564,126966,39.3,Deuda,Hipoteca,0,0,8,7.0,paid off,1
3500,3,34000,22.76,3.86541,16925,46.5,Bien de Capital,Hipoteca,0,0,12,6.8,paid off,8
2850,3,160000,5.66,0.714975,11672,37.3,No declara,Alquiler,0,0,8,6.0,paid off,4
35000,5,100000,7.82,11.8715,16676,91.6,Deuda,Hipoteca,1,0,13,0.4,paid off,9
16100,5,45000,27.81,11.4923,31354,90.4,Deuda,Alquiler,0,0,7,2.2,default,3
10000,3,114600,24.62,3.5312,38819,61.5,Bien de Capital,Hipoteca,0,0,13,4.4,paid off,8
8400,3,67500,11.89,4.89902,10235,31.2,Deuda,Alquiler,0,0,21,5.4,paid off,1
15000,3,60000,15.7,10.1068,14566,56.9,Deuda renovable,Alquiler,1,0,8,5.8,paid off,11
20000,5,58500,19.47,10.0839,4837,45.2,Deuda,Hipoteca,0,0,8,3.6,default,11
7000,3,52879,26.76,5.3411,35269,79.4,No declara,Hipoteca,0,0,8,5.8,default,11
9000,3,30000,15.44,12.4112,3971,58.4,Compra,Alquiler,0,0,11,3.2,default,3
24000,3,200000,9.13,4.7952,298,1.0,Deuda,Propio,0,0,7,5.8,paid off,1
4775,3,55200,20.46,3.54696,10893,58.0,Deuda,Alquiler,0,0,7,4.6,paid off,2
16000,5,85000,14.02,5.81492,14749,76.4,Inversion,Hipoteca,0,0,8,2.2,default,11
7400,3,80000,19.92,3.7236,32563,86.4,Deuda,Hipoteca,0,0,10,6.0,paid off,8
25000,3,119800,5.56,9.43452,18109,55.7,Deuda,Alquiler,0,0,22,2.4,paid off,1
18000,3,50000,8.43,14.1413,9739,63.2,Deuda renovable,Hipoteca,0,0,8,5.4,default,11
10500,3,44000,16.17,9.32645,12814,64.7,Deuda,Hipoteca,0,0,11,5.4,paid off,8
5000,3,24000,18.2,8.6325,2385,74.5,Deuda,Alquiler,0,0,6,5.0,default,8
4750,3,18000,21.6,9.906,4485,32.4,Bien de Capital,Propio,0,0,10,7.0,default,1
19200,3,160000,13.23,4.80697,49891,72.0,Deuda,Hipoteca,0,0,25,5.8,default,11
15000,3,110000,2.32,4.98044,4681,7.0,Inversion,Hipoteca,0,0,10,6.2,paid off,3
20000,5,75000,15.41,8.23776,3105,63.4,Negocio,Hipoteca,0,0,5,2.2,default,11
9000,3,32000,16.91,11.5335,5216,34.3,Deuda,Alquiler,0,0,9,4.2,paid off,3
5000,5,28000,15.21,5.25686,997,24.3,Negocio,Alquiler,0,0,5,2.2,default,2
20000,3,95000,19.84,8.40556,32822,59.6,Deuda,Hipoteca,1,0,15,5.6,default,2
4375,3,29000,25.94,6.39062,4992,66.6,Deuda,Propio,0,0,13,4.8,paid off,7
25000,5,100000,26.48,7.90152,21800,80.1,Deuda,Hipoteca,0,0,7,4.0,paid off,2
8250,3,60350,20.12,5.555,8349,78.0,Deuda,Hipoteca,1,0,13,4.4,paid off,11
10500,3,37000,20.53,11.6938,4486,43.1,Deuda,Alquiler,0,1,9,4.2,paid off,11
8875,3,35000,22.97,10.668,4499,30.0,Deuda,Alquiler,0,0,11,4.6,paid off,5
15000,3,80000,5.91,6.9084,8576,13.2,Compra,Hipoteca,0,0,20,6.4,paid off,8
20000,3,72893,20.31,11.129,67342,58.6,Deuda,Hipoteca,0,0,21,4.4,paid off,11
14800,5,138000,9.73,3.17017,4255,67.5,Deuda,Alquiler,0,1,14,3.2,paid off,5
6350,3,130000,5.38,2.04092,864,64.0,Deuda,Hipoteca,1,1,5,4.8,paid off,11
13000,5,68000,6.72,5.21876,11906,35.6,Deuda,Hipoteca,0,0,16,6.0,paid off,11
24000,3,80000,19.02,12.5343,24140,43.0,Deuda,Hipoteca,0,0,18,4.4,paid off,6
10000,3,40000,23.7,9.3846,10107,18.4,Deuda renovable,Alquiler,1,0,18,7.0,paid off,6
9725,3,46560,26.49,7.84278,21658,70.8,Deuda renovable,Alquiler,0,0,5,6.8,paid off,7
18000,3,48000,12.88,14.7305,10103,83.0,Deuda renovable,Hipoteca,0,1,10,5.4,paid off,9
8325,3,37000,8.53,9.40086,6006,40.3,No declara,Alquiler,0,1,15,4.4,paid off,11
11000,3,55400,11.5,7.38866,7004,33.8,Deuda renovable,Hipoteca,0,0,9,6.8,paid off,9
9000,3,60000,2.8,6.1242,4570,26.0,Deuda,Hipoteca,0,0,7,4.2,default,3
33425,5,75000,12.24,10.3392,16708,64.3,Deuda,Hipoteca,1,0,9,2.4,default,11
8875,3,38000,8.05,9.74589,4690,10.7,Deuda,Alquiler,0,1,18,4.6,paid off,0
12000,5,52000,16.87,7.60131,3611,5.6,Deuda,Hipoteca,0,0,7,2.4,paid off,6
7500,3,29000,14.73,10.6568,8347,28.3,Deuda,Alquiler,0,0,9,4.2,paid off,2
16000,5,304000,3.71,1.58874,2936,28.2,Deuda,Hipoteca,0,0,8,2.8,paid off,11
18800,5,50000,12.98,11.8764,10890,83.1,Inversion,Propio,0,0,7,3.0,default,9
9200,3,27000,10.93,14.2364,8653,61.8,Deuda,Propio,0,0,7,4.6,default,11
12000,3,57000,24.07,9.07895,17745,93.9,Deuda renovable,Alquiler,0,0,8,3.4,paid off,7
15000,3,45000,19.81,14.6725,13148,38.2,Evento,Alquiler,0,0,20,3.8,paid off,3
10000,3,36000,3.83,11.4283,344,34.4,No declara,Hipoteca,1,0,3,5.0,default,0
20000,3,111000,20.74,7.07762,25586,69.5,Deuda renovable,Hipoteca,0,0,14,5.4,paid off,2
5125,3,30000,12.04,7.0396,6578,74.7,Deuda,Alquiler,0,0,5,4.2,default,0
5000,3,33600,4.36,6.47821,3838,95.9,Deuda renovable,Propio,0,0,4,4.0,paid off,2
9600,3,65000,21.54,5.77218,6555,52.0,Deuda,Hipoteca,0,0,12,5.4,default,0
10000,5,35000,20.1,8.26697,8829,48.0,Deuda,Hipoteca,0,1,9,5.0,paid off,0
25000,5,125000,15.0,5.73485,25709,91.2,Deuda renovable,Hipoteca,0,0,8,3.8,paid off,11
3500,3,41464,9.86,3.18927,11077,56.2,No declara,Hipoteca,0,0,10,6.8,paid off,11
16800,3,79100,11.5,7.75707,1203,3.4,Deuda,Alquiler,0,0,6,6.2,paid off,4
4950,3,45000,16.03,4.8288,4004,52.7,No declara,Alquiler,0,0,6,3.6,default,9
10000,3,44000,12.52,9.20373,9176,59.6,Deuda,Hipoteca,0,0,10,5.8,default,11
4500,3,60000,22.04,3.2788,3995,57.9,Deuda,Propio,0,0,10,3.4,paid off,11
9200,3,40000,16.14,9.7431,11599,92.8,Deuda,Hipoteca,0,0,6,4.8,default,11
4000,3,42000,14.51,3.97914,2978,46.5,Deuda,Alquiler,0,1,11,4.8,paid off,8
24000,3,43300,20.62,21.6565,75250,48.0,Deuda renovable,Hipoteca,0,0,11,5.6,paid off,3
1500,3,36000,18.3,1.58767,11489,81.3,Deuda,Alquiler,0,0,8,7.0,default,9
21200,3,67000,22.55,12.0568,9417,30.0,Deuda,Alquiler,0,0,9,7.0,paid off,8
20000,3,61700,27.95,13.357,8600,50.9,Deuda,Hipoteca,1,1,8,4.2,paid off,4
5000,3,28000,14.77,7.095,7443,23.0,No declara,Alquiler,0,0,8,4.2,paid off,1
16000,3,85000,22.59,7.03892,24430,54.8,Deuda renovable,Alquiler,0,0,21,6.6,paid off,3
13800,3,70000,12.77,8.09589,6541,38.5,Deuda,Alquiler,0,0,10,6.0,default,5
24000,5,60000,10.84,11.5736,24800,37.5,Deuda,Alquiler,0,0,11,4.6,default,11
3500,3,29000,30.36,5.27172,15357,44.9,Deuda,Alquiler,0,0,14,3.4,default,11
12175,3,74500,27.53,6.43345,48439,78.6,Deuda,Hipoteca,0,0,16,5.4,paid off,10
10000,3,40000,4.65,10.4454,6658,65.3,Deuda,Hipoteca,0,0,5,4.4,paid off,8
6200,3,72000,27.58,3.14317,4721,45.4,Deuda,Alquiler,0,0,12,6.4,paid off,5
15000,3,34480,17.85,17.7588,0,56.1769,Deuda renovable,Propio,0,0,5,6.0,paid off,5
7925,5,98000,20.61,2.30412,44105,88.6,Deuda,Hipoteca,0,0,13,3.4,default,9
15000,3,41500,19.43,15.91,10067,32.9,Mudanza,Hipoteca,0,0,14,3.8,paid off,11
2400,3,69996,14.38,1.34922,14775,49.6,No declara,Alquiler,0,0,22,6.0,paid off,1
2000,3,50000,24.53,1.60248,12283,43.1,Deuda,Hipoteca,0,0,14,5.8,default,6
2500,3,70000,5.38,1.4928,83,27.7,Evento,Alquiler,1,1,3,3.6,paid off,7
8000,3,63500,17.37,5.26356,23600,78.9,Deuda,Alquiler,0,0,9,3.6,paid off,2
35000,3,100000,28.3,15.3426,27630,59.3,Deuda,Hipoteca,0,0,15,3.6,default,8
10000,3,75000,24.37,5.44368,12801,35.6,Deuda,Alquiler,0,0,16,4.2,default,11
11700,3,49000,6.56,10.4295,1362,16.2,Deuda,Alquiler,0,1,18,3.4,default,11
18000,5,100000,2.97,4.92684,10766,41.7,Deuda,Propio,0,0,10,5.8,default,6
5000,3,20000,6.12,10.4454,3235,85.1,Bien de Capital,Alquiler,0,0,2,4.4,default,0
16000,3,60000,29.26,11.452,18535,54.0,Deuda,Alquiler,0,0,14,5.0,default,4
7000,3,50000,21.67,5.75064,60550,95.4,Deuda,Alquiler,0,0,7,3.2,default,11
6500,3,26000,21.23,10.92,19858,70.9,Deuda renovable,Hipoteca,0,1,14,3.4,default,0
5000,3,95000,18.3,2.10139,12894,67.5,Deuda,Hipoteca,0,0,11,5.6,paid off,1
14000,5,75000,15.89,6.30832,13111,76.7,No declara,Hipoteca,1,0,9,1.2,default,11
9800,3,30000,23.08,14.5124,4822,91.0,Deuda,Alquiler,0,0,6,4.0,default,4
15000,5,53000,16.85,9.28189,14452,74.5,Deuda,Alquiler,0,0,9,2.6,paid off,5
5000,3,44475,17.11,4.39447,7464,70.4,Deuda renovable,Propio,0,0,9,5.4,paid off,2
24000,5,62000,19.61,11.6723,16455,83.1,Deuda,Alquiler,0,0,12,2.8,paid off,6
5175,3,65000,27.56,3.35335,17719,58.9,Inversion,Hipoteca,1,0,14,4.8,default,5
20000,3,108000,15.87,7.49933,20624,67.4,Deuda,Hipoteca,0,0,12,5.8,paid off,6
12000,5,99935,8.14,3.93808,20558,51.9,Deuda,Alquiler,0,0,7,2.6,default,5
9000,3,39000,16.55,9.42708,5088,51.9,Deuda,Hipoteca,0,0,11,5.0,default,1
8000,3,38918,8.39,8.50157,0,3.4,Bien de Capital,Alquiler,0,0,3,3.2,paid off,6
12000,5,36000,15.19,9.687,14679,78.5,Deuda,Alquiler,0,0,7,4.8,default,6
28000,5,63500,17.68,13.3705,30199,88.3,Deuda,Hipoteca,0,0,10,3.2,default,4
27000,3,70000,8.88,16.8475,14996,89.8,Deuda renovable,Hipoteca,0,0,7,3.4,paid off,3
23500,5,80000,17.37,8.6097,19855,77.9,Deuda,Hipoteca,0,0,9,4.8,paid off,11
11575,3,34320,33.22,13.4657,13655,50.0,Deuda,Alquiler,0,0,12,5.6,default,1
19750,5,40560,17.6,14.9178,14860,81.2,Deuda,Propio,0,0,6,3.6,default,5
22000,3,60000,20.38,15.8146,9593,52.2,Deuda,Hipoteca,0,0,15,3.8,default,11
12000,3,80000,7.41,5.7771,199390,23.2,No declara,Hipoteca,0,0,11,7.0,paid off,4
17000,3,44000,11.12,15.426,7478,25.5,Deuda,Alquiler,0,0,15,5.6,default,9
14000,3,85000,16.96,7.22005,16816,74.4,Deuda renovable,Hipoteca,0,0,17,3.6,paid off,6
6000,3,52000,24.48,4.67285,22119,40.4,Deuda,Hipoteca,1,0,13,5.8,default,4
15000,5,78600,15.65,5.60809,11451,31.1,Deuda,Hipoteca,0,0,19,4.0,default,9
12000,3,75000,24.56,6.58736,11222,93.5,Deuda renovable,Alquiler,0,0,17,4.4,paid off,4
10000,3,61600,24.76,6.84506,25813,84.2,Deuda,Alquiler,0,0,13,5.0,default,11
6000,3,40000,28.95,6.7818,6804,84.0,Compra,Alquiler,1,0,6,2.4,default,11
7400,3,46500,8.85,5.81239,7402,20.7,Deuda renovable,Alquiler,0,0,6,6.2,default,1
24000,5,70000,17.08,9.56897,34345,64.9,Deuda renovable,Hipoteca,0,0,14,4.6,paid off,11
17500,3,51866,29.5,12.6691,16658,50.9,Deuda,Hipoteca,0,0,16,6.8,default,10
7200,3,127000,8.98,2.33613,5336,76.2,Deuda renovable,Alquiler,1,0,5,4.4,paid off,4
3000,3,55000,0.65,2.04175,332,0.5,Otros,Alquiler,0,0,6,6.4,paid off,11
13300,5,48000,15.18,8.79275,15521,46.2,Deuda renovable,Hipoteca,0,0,14,2.8,paid off,5
25000,5,65000,10.06,6.29188,6185,12.9,Inversion,Hipoteca,0,0,8,5.8,paid off,7
12000,3,35000,13.61,13.6889,2991,65.0,Deuda,Alquiler,0,0,3,5.6,paid off,9
25000,5,60000,25.82,11.0392,22857,65.5,Deuda,Hipoteca,0,0,17,5.8,paid off,6
5825,3,21000,29.83,12.3229,8688,93.4,Deuda,Hipoteca,0,0,6,4.0,default,0
20000,3,76000,10.72,10.4634,2261,17.5,Deuda,Hipoteca,0,0,8,5.6,default,2
2800,3,79000,16.3,1.45337,20033,57.1,No declara,Hipoteca,0,1,12,4.2,default,11
10000,5,60000,19.56,5.0658,15644,81.5,Deuda,Hipoteca,0,0,15,3.0,default,11
20000,3,110000,26.4,6.82702,26375,57.3,Deuda,Alquiler,0,0,14,6.8,paid off,11
9450,3,76800,10.06,5.28422,17220,48.1,Deuda,Alquiler,0,0,22,5.0,default,1
21050,5,80000,18.3,8.7171,15087,82.9,Deuda,Hipoteca,1,0,12,2.8,paid off,5
9600,3,53000,14.81,7.23192,4055,41.8,Compra,Hipoteca,0,1,6,5.6,paid off,0
7200,3,201000,12.42,1.43785,5322,42.2,Deuda,Hipoteca,0,0,11,5.8,paid off,8
23275,3,66000,24.05,14.4593,18470,61.0,Deuda renovable,Hipoteca,1,0,14,4.2,paid off,11
10000,3,45000,27.71,9.2848,19385,57.0,Deuda renovable,Alquiler,0,0,19,4.4,default,4
14525,3,120000,11.13,5.0573,15048,85.5,Deuda renovable,Alquiler,0,0,11,4.4,paid off,1
12000,3,93000,20.72,5.07961,12913,63.0,Deuda renovable,Hipoteca,1,0,19,5.4,paid off,11
17325,5,44719,21.01,13.2937,10222,92.9,No declara,Alquiler,0,0,8,1.2,default,4
9550,3,30000,22.8,15.0876,6799,98.5,No declara,Hipoteca,1,0,5,1.6,paid off,2
15000,3,95000,23.28,6.44552,17255,54.0,Deuda,Alquiler,1,0,20,6.0,paid off,5
5000,3,41950,16.28,4.89468,22569,61.7,No declara,Propio,0,0,9,6.0,paid off,1
10000,3,35000,27.53,12.6933,11506,51.6,No declara,Hipoteca,1,0,14,4.0,default,11
6850,3,100000,11.6,2.99448,12609,71.2,Deuda,Hipoteca,0,0,8,3.4,paid off,8
5800,3,62150,7.82,3.92611,3210,80.2,No declara,Alquiler,0,0,5,4.6,paid off,5
17000,3,50000,19.15,13.5749,17530,33.4,Deuda renovable,Hipoteca,0,0,13,5.6,paid off,11
8225,3,76000,33.49,4.44442,42939,98.7,Deuda renovable,Hipoteca,1,0,13,6.0,paid off,3
6000,3,25000,10.08,9.56448,5349,59.4,Deuda renovable,Alquiler,0,1,9,5.6,paid off,1
8125,3,80000,9.6,4.1946,5212,35.0,Deuda,Propio,0,1,14,4.8,paid off,5
19000,5,65000,28.65,9.05114,14148,56.0,Deuda,Alquiler,0,0,8,3.6,default,5
3975,3,65000,28.12,2.51132,3607,72.1,Deuda,Hipoteca,0,1,12,6.0,paid off,2
16000,5,65000,5.15,6.75582,6567,34.9,No declara,Hipoteca,0,0,11,4.2,paid off,2
18225,5,90000,8.11,6.20373,3740,34.0,Compra,Hipoteca,0,0,5,3.6,default,9
5375,3,14400,15.17,13.5842,7349,30.5,Bien de Capital,Propio,0,0,9,6.4,paid off,8
6000,3,50000,23.74,4.72416,33617,76.2,Bien de Capital,Alquiler,0,0,9,5.4,default,11
22375,5,60000,20.52,11.8338,24391,82.4,Deuda,Hipoteca,0,0,13,2.8,default,5
2400,3,25500,24.24,3.51953,0,0.0,No declara,Propio,0,0,14,6.6,paid off,11
35000,5,125000,12.77,8.72534,37650,65.9,Deuda renovable,Hipoteca,0,0,12,3.8,paid off,1
25000,5,82000,17.81,8.95346,22569,58.8,Deuda,Hipoteca,0,0,16,4.8,default,11
2800,3,45000,12.32,2.4496,151,3.7,Otros,Propio,0,1,6,5.4,default,0
14400,5,45000,12.19,9.25893,10773,64.1,Deuda,Hipoteca,0,0,8,4.6,paid off,11
8000,3,48000,15.82,6.8445,13197,66.7,Deuda renovable,Alquiler,0,0,9,6.0,default,9
10750,3,37000,18.78,12.7362,5910,60.9,Deuda,Alquiler,0,1,7,3.6,default,6
16000,5,50000,17.21,11.065,13682,81.9,Deuda,Propio,0,0,11,1.4,default,4
20000,3,616000,2.33,1.28554,0,0.0,Negocio,Hipoteca,0,0,5,5.0,default,11
5600,3,25032,5.42,9.6745,3180,53.0,Deuda,Hipoteca,1,0,5,3.2,default,0
12000,3,96000,19.3,4.66662,14625,39.6,Deuda,Alquiler,0,0,12,6.6,paid off,6
26925,5,120000,24.66,7.3115,7975,72.5,Deuda,Propio,1,0,7,2.6,default,11
12000,5,41880,9.37,6.66504,12498,45.1,Deuda,Hipoteca,0,0,9,5.8,paid off,1
20000,5,69000,22.03,10.0468,17805,96.5,Deuda,Alquiler,0,0,12,0.2,default,0
12000,3,186400,4.65,2.7271,12809,59.3,Deuda,Hipoteca,0,0,16,4.8,default,7
5000,3,40000,16.68,5.0349,9563,60.8,No declara,Alquiler,0,0,11,4.2,default,5
8725,3,44000,34.25,7.55591,30407,52.8,Deuda,Hipoteca,0,0,15,7.0,default,11
